id,name
__export__.crm_lost_reason_1430382,Competitor
__export__.crm_lost_reason_1475698,No need for now
__export__.crm_lost_reason_2301245,Other
__export__.crm_lost_reason_5065502,Other VAR
__export__.crm_lost_reason_5065938,Duplicate opportunity
